Time of Record (Adjusted to Time Zone),,How are you feeling?,"In the last 10 min, what kind of activity were you doing?",I was doing this activity because,Morning/Evening Person,Activity type,Part of day
5/4/20 7:02,,Good,"i1: Consuming art (e.g. movie, museum)",I want to,Morning,Inflow,Morning
5/4/20 7:07,,Ok,"i9: Self-care (e.g. grooming, pooping)",I want to,Morning,Inflow,Morning
5/4/20 7:24,,Good,"b6: Logistical (e.g. planning, commuting, errands)",I want to and have to,Morning,Bi-Directional,Morning
5/4/20 7:59,,Ok,"i5: Fun (e.g. drinking, games)",I want to,Evening,Inflow,Morning
5/4/20 8:01,,Ok,"b3: Collaboration (e.g. meeting, appointment)",I want to and have to,Morning,Bi-Directional,Morning
5/4/20 8:01,,Good,"i8: Rest (e.g. rolling in bed, waiting)",I want to and have to,Evening,Inflow,Morning
5/4/20 8:03,,Good,i4: Exercise,I want to and have to,Morning,Inflow,Morning
5/4/20 8:08,,Ok,"i2: Exploratory (e.g. internet search, fb)",I want to,Evening,Inflow,Morning
5/4/20 8:11,,Good,"b7: Manual work (e.g., housework)",I have to,Evening,Bi-Directional,Morning
5/4/20 8:28,,Good,"i5: Fun (e.g. drinking, games)",I have to,Evening,Inflow,Morning
5/4/20 8:35,,Good,"b3: Collaboration (e.g. meeting, appointment)",I have to,Evening,Bi-Directional,Morning
5/4/20 9:00,,Good,"i8: Rest (e.g. rolling in bed, waiting)",I want to and have to,Morning,Inflow,Morning
5/4/20 9:00,,Ok,"b3: Collaboration (e.g. meeting, appointment)",I have to,Evening,Bi-Directional,Morning
5/4/20 9:01,,Ok,"i1: Consuming art (e.g. movie, museum)",I want to,Morning,Inflow,Morning
5/4/20 9:13,,Ok,"i6: Learning (e.g. reading, researching, attending lecture)",I want to,,Inflow,Morning
5/4/20 9:15,,Ok,"i9: Self-care (e.g. grooming, pooping)",I want to,Morning,Inflow,Morning
5/4/20 9:37,,Good,b4: Creative (e.g. painting),I want to,Evening,Bi-Directional,Morning
5/4/20 9:37,,Good,i3: Eating and drinking,I want to and have to,Evening,Inflow,Morning
5/4/20 9:44,,Good,"i6: Learning (e.g. reading, researching, attending lecture)",I want to,Evening,Inflow,Morning
5/4/20 10:00,,Ok,"i9: Self-care (e.g. grooming, pooping)",I want to and have to,Evening,Inflow,Morning
5/4/20 10:02,,Good,"i8: Rest (e.g. rolling in bed, waiting)",I want to,Evening,Inflow,Morning
5/4/20 10:17,,Good,"i8: Rest (e.g. rolling in bed, waiting)",I want to,Morning,Inflow,Morning
5/4/20 10:21,,Ok,"i9: Self-care (e.g. grooming, pooping)",I want to,Evening,Inflow,Morning
5/4/20 10:22,,Ok,"i1: Consuming art (e.g. movie, museum)",I want to,Morning,Inflow,Morning
5/4/20 10:33,,Good,"b1: Communication - Virtual, Collaborative (e.g. emailing)",I want to,Morning,Bi-Directional,Morning
5/4/20 10:45,,Good,i3: Eating and drinking,I want to and have to,Evening,Inflow,Morning
5/4/20 10:46,,Good,b4: Creative (e.g. painting),I want to,Morning,Bi-Directional,Morning
5/4/20 10:52,,Ok,"i6: Learning (e.g. reading, researching, attending lecture)",I want to and have to,Morning,Inflow,Morning
5/4/20 11:00,,Ok,"b2: Communication - Virtual, Social (e.g. messaging)",I want to,Evening,Bi-Directional,Morning
5/4/20 11:00,,Ok,"i1: Consuming art (e.g. movie, museum)",of something else; I neither want to nor have to,,Inflow,Morning
5/4/20 11:06,,Ok,"b1: Communication - Virtual, Collaborative (e.g. emailing)",I have to,Morning,Bi-Directional,Morning
5/4/20 11:09,,Good,i3: Eating and drinking,I want to and have to,Evening,Inflow,Morning
5/4/20 11:14,,Bad,"i6: Learning (e.g. reading, researching, attending lecture)",I have to,Evening,Inflow,Morning
5/4/20 11:16,,Ok,"i6: Learning (e.g. reading, researching, attending lecture)",I want to,,Inflow,Morning
5/4/20 11:30,,Ok,"b5: Intellectual (e.g. writing, coding)",I have to,,Bi-Directional,Morning
5/4/20 11:33,,Good,b4: Creative (e.g. painting),I want to,Evening,Bi-Directional,Morning
5/4/20 11:45,,Ok,"b1: Communication - Virtual, Collaborative (e.g. emailing)",I have to,Morning,Bi-Directional,Morning
5/4/20 11:45,,Good,"b7: Manual work (e.g., housework)",I want to,,Bi-Directional,Morning
5/4/20 11:45,,Ok,"b3: Collaboration (e.g. meeting, appointment)",I have to,Evening,Bi-Directional,Morning
5/4/20 11:47,,Ok,"i8: Rest (e.g. rolling in bed, waiting)",I have to,Evening,Inflow,Morning
5/4/20 12:00,,Ok,i3: Eating and drinking,I want to and have to,Evening,Inflow,Afternoon
5/4/20 12:00,,Ok,"b1: Communication - Virtual, Collaborative (e.g. emailing)",I have to,Evening,Bi-Directional,Afternoon
5/4/20 12:00,,Ok,i3: Eating and drinking,I want to and have to,Evening,Inflow,Afternoon
5/4/20 12:07,,Ok,"b6: Logistical (e.g. planning, commuting, errands)",I have to,Evening,Bi-Directional,Afternoon
5/4/20 12:07,,Ok,"b5: Intellectual (e.g. writing, coding)",I have to,,Bi-Directional,Afternoon
5/4/20 12:15,,Good,"b6: Logistical (e.g. planning, commuting, errands)",I want to and have to,Morning,Bi-Directional,Afternoon
5/4/20 12:16,,Good,"i1: Consuming art (e.g. movie, museum)",I want to,Morning,Inflow,Afternoon
5/4/20 12:17,,Good,"b1: Communication - Virtual, Collaborative (e.g. emailing)",I have to,Morning,Bi-Directional,Afternoon
5/4/20 12:29,,Good,"b7: Manual work (e.g., housework)",I want to,Evening,Bi-Directional,Afternoon
5/4/20 12:30,,Good,"b7: Manual work (e.g., housework)",I want to,Morning,Bi-Directional,Afternoon
5/4/20 12:32,,Good,i3: Eating and drinking,I want to,Evening,Inflow,Afternoon
5/4/20 13:00,,Ok,"b3: Collaboration (e.g. meeting, appointment)",I have to,Evening,Bi-Directional,Afternoon
5/4/20 13:08,,Ok,"i2: Exploratory (e.g. internet search, fb)",I want to,Evening,Inflow,Afternoon
5/4/20 13:27,,Good,"b3: Collaboration (e.g. meeting, appointment)",I have to,Evening,Bi-Directional,Afternoon
5/4/20 13:37,,Good,i3: Eating and drinking,I want to and have to,Morning,Inflow,Afternoon
5/4/20 13:57,,Good,"b3: Collaboration (e.g. meeting, appointment)",I want to and have to,Evening,Bi-Directional,Afternoon
5/4/20 14:00,,Ok,"i2: Exploratory (e.g. internet search, fb)",I want to,Evening,Inflow,Afternoon
5/4/20 14:00,,Ok,"b9: Socializing (e.g., partying, meal)",I want to,,Bi-Directional,Afternoon
5/4/20 14:00,,Ok,"b1: Communication - Virtual, Collaborative (e.g. emailing)",I have to,Morning,Bi-Directional,Afternoon
5/4/20 14:06,,Bad,"i9: Self-care (e.g. grooming, pooping)",I have to,Evening,Inflow,Afternoon
5/4/20 14:09,,Good,"i6: Learning (e.g. reading, researching, attending lecture)",I want to and have to,Morning,Inflow,Afternoon
5/4/20 14:09,,Amazing,"i8: Rest (e.g. rolling in bed, waiting)",I want to,Evening,Inflow,Afternoon
5/4/20 14:11,,Ok,"i2: Exploratory (e.g. internet search, fb)",I have to,Morning,Inflow,Afternoon
5/4/20 14:20,,Ok,"b7: Manual work (e.g., housework)",I have to,Morning,Bi-Directional,Afternoon
5/4/20 14:41,,Good,"b3: Collaboration (e.g. meeting, appointment)",I have to,Evening,Bi-Directional,Afternoon
5/4/20 14:41,,Good,i3: Eating and drinking,I want to,Evening,Inflow,Afternoon
5/4/20 14:42,,Good,i3: Eating and drinking,I want to,Evening,Inflow,Afternoon
5/4/20 14:44,,Good,"i6: Learning (e.g. reading, researching, attending lecture)",I want to and have to,Evening,Inflow,Afternoon
5/4/20 14:45,,Ok,"i5: Fun (e.g. drinking, games)",I want to,,Inflow,Afternoon
5/4/20 14:48,,Ok,"i2: Exploratory (e.g. internet search, fb)",I want to,Evening,Inflow,Afternoon
5/4/20 14:54,,Ok,"i6: Learning (e.g. reading, researching, attending lecture)",I want to and have to,Morning,Inflow,Afternoon
5/4/20 14:55,,Good,"i6: Learning (e.g. reading, researching, attending lecture)",I have to,,Inflow,Afternoon
5/4/20 15:00,,Ok,"i2: Exploratory (e.g. internet search, fb)",I have to,Evening,Inflow,Afternoon
5/4/20 15:13,,Ok,"b1: Communication - Virtual, Collaborative (e.g. emailing)",I have to,Evening,Bi-Directional,Afternoon
5/4/20 15:30,,Ok,"i2: Exploratory (e.g. internet search, fb)",I want to,Evening,Inflow,Afternoon
5/4/20 15:32,,Ok,"i8: Rest (e.g. rolling in bed, waiting)",I want to,Morning,Inflow,Afternoon
5/4/20 15:45,,Ok,"b3: Collaboration (e.g. meeting, appointment)",I have to,Morning,Bi-Directional,Afternoon
5/4/20 15:45,,Ok,"i8: Rest (e.g. rolling in bed, waiting)",I want to,,Inflow,Afternoon
5/4/20 15:47,,Good,"b6: Logistical (e.g. planning, commuting, errands)",I want to,Morning,Bi-Directional,Afternoon
5/4/20 15:50,,Good,"i6: Learning (e.g. reading, researching, attending lecture)",I have to,Morning,Inflow,Afternoon
5/4/20 15:54,,Ok,"i8: Rest (e.g. rolling in bed, waiting)",I want to,Morning,Inflow,Afternoon
5/4/20 16:00,,Ok,"b5: Intellectual (e.g. writing, coding)",I have to,,Bi-Directional,Afternoon
5/4/20 16:00,,Ok,"i6: Learning (e.g. reading, researching, attending lecture)",I have to,,Inflow,Afternoon
5/4/20 16:00,,Ok,"i6: Learning (e.g. reading, researching, attending lecture)",I have to,Evening,Inflow,Afternoon
5/4/20 16:03,,Ok,"b1: Communication - Virtual, Collaborative (e.g. emailing)",I have to,Evening,Bi-Directional,Afternoon
5/4/20 16:07,,Ok,"b6: Logistical (e.g. planning, commuting, errands)",I want to and have to,Evening,Bi-Directional,Afternoon
5/4/20 16:15,,Amazing,i4: Exercise,I want to,Evening,Inflow,Afternoon
5/4/20 16:30,,Ok,"b5: Intellectual (e.g. writing, coding)",I have to,Evening,Bi-Directional,Afternoon
5/4/20 16:34,,Good,"b6: Logistical (e.g. planning, commuting, errands)",I want to,Morning,Bi-Directional,Afternoon
5/4/20 17:05,,Good,"i1: Consuming art (e.g. movie, museum)",I want to,Evening,Inflow,Evening
5/4/20 17:18,,Amazing,"i9: Self-care (e.g. grooming, pooping)",I want to and have to,,Inflow,Evening
5/4/20 17:27,,Good,"b3: Collaboration (e.g. meeting, appointment)",I want to and have to,Morning,Bi-Directional,Evening
5/4/20 17:30,,Ok,"b5: Intellectual (e.g. writing, coding)",I have to,Evening,Bi-Directional,Evening
5/4/20 17:30,,Ok,"i1: Consuming art (e.g. movie, museum)",I want to,Evening,Inflow,Evening
5/4/20 17:32,,Good,i3: Eating and drinking,I want to,,Inflow,Evening
5/4/20 17:33,,Ok,"i1: Consuming art (e.g. movie, museum)",I want to,Morning,Inflow,Evening
5/4/20 17:39,,Amazing,"b9: Socializing (e.g., partying, meal)",I want to,Morning,Bi-Directional,Evening
5/4/20 17:43,,Good,"i9: Self-care (e.g. grooming, pooping)",I want to and have to,Morning,Inflow,Evening
5/4/20 17:44,,Good,"i5: Fun (e.g. drinking, games)",I want to and have to,Evening,Inflow,Evening
5/4/20 17:58,,Good,"b5: Intellectual (e.g. writing, coding)",I want to and have to,Evening,Bi-Directional,Evening
5/4/20 18:08,,Good,i3: Eating and drinking,I want to and have to,Evening,Inflow,Evening
5/4/20 18:20,,Good,"i9: Self-care (e.g. grooming, pooping)",I want to and have to,Evening,Inflow,Evening
5/4/20 18:30,,Good,i3: Eating and drinking,I want to and have to,Evening,Inflow,Evening
5/4/20 18:35,,Bad,"b5: Intellectual (e.g. writing, coding)",I have to,,Bi-Directional,Evening
5/4/20 18:39,,Ok,i3: Eating and drinking,I want to and have to,Morning,Inflow,Evening
5/4/20 18:48,,Good,"i1: Consuming art (e.g. movie, museum)",I want to,Morning,Inflow,Evening
5/4/20 18:48,,Ok,i3: Eating and drinking,I want to and have to,Evening,Inflow,Evening
5/4/20 18:50,,Good,i3: Eating and drinking,I want to,Morning,Inflow,Evening
5/4/20 18:57,,Good,i3: Eating and drinking,I want to and have to,Morning,Inflow,Evening
5/4/20 18:57,,Good,"i8: Rest (e.g. rolling in bed, waiting)",I want to and have to,Evening,Inflow,Evening
5/4/20 19:15,,Good,"b9: Socializing (e.g., partying, meal)",I want to,Evening,Bi-Directional,Evening
5/4/20 19:15,,Good,i3: Eating and drinking,I want to and have to,Morning,Inflow,Evening
5/4/20 19:15,,Amazing,i3: Eating and drinking,I want to,Evening,Inflow,Evening
5/4/20 19:17,,Awful,i10: Inflow - Other,of something else; I neither want to nor have to,Morning,Inflow,Evening
5/4/20 19:22,,Good,"i2: Exploratory (e.g. internet search, fb)",I want to,Evening,Inflow,Evening
5/4/20 19:23,,Good,i4: Exercise,I want to and have to,Evening,Inflow,Evening
5/4/20 19:30,,Good,"i8: Rest (e.g. rolling in bed, waiting)",I want to,Evening,Inflow,Evening
5/4/20 19:44,,Ok,"i8: Rest (e.g. rolling in bed, waiting)",I have to,Evening,Inflow,Evening
5/4/20 19:49,,Amazing,"b3: Collaboration (e.g. meeting, appointment)",I want to,Evening,Bi-Directional,Evening
5/4/20 19:50,,Good,"b5: Intellectual (e.g. writing, coding)",I want to and have to,Evening,Bi-Directional,Evening
5/4/20 19:58,,Good,"b8: Romantic (e.g., date)",I want to,Evening,Bi-Directional,Evening
5/4/20 20:01,,Good,"b8: Romantic (e.g., date)",I want to,Evening,Bi-Directional,Evening
5/4/20 20:09,,Good,i3: Eating and drinking,I want to and have to,Evening,Inflow,Evening
5/4/20 20:19,,Ok,"i1: Consuming art (e.g. movie, museum)",I want to,Morning,Inflow,Evening
5/4/20 20:31,,Good,"i1: Consuming art (e.g. movie, museum)",I want to,Morning,Inflow,Evening
5/4/20 20:32,,Good,"b2: Communication - Virtual, Social (e.g. messaging)",I want to,Morning,Bi-Directional,Evening
5/4/20 20:33,,Ok,"b5: Intellectual (e.g. writing, coding)",I have to,Evening,Bi-Directional,Evening
5/4/20 20:48,,Ok,"b6: Logistical (e.g. planning, commuting, errands)",I want to,Evening,Bi-Directional,Evening
5/4/20 20:48,,Good,"b3: Collaboration (e.g. meeting, appointment)",I have to,Evening,Bi-Directional,Evening
5/4/20 20:56,,Ok,"i2: Exploratory (e.g. internet search, fb)",I want to,Morning,Inflow,Evening
5/4/20 21:00,,Good,"b5: Intellectual (e.g. writing, coding)",I want to and have to,Morning,Bi-Directional,Night
5/4/20 21:01,,Good,"i1: Consuming art (e.g. movie, museum)",I want to,Evening,Inflow,Night
5/4/20 21:15,,Ok,"b2: Communication - Virtual, Social (e.g. messaging)",I want to,Evening,Bi-Directional,Night
5/4/20 21:15,,Ok,"i6: Learning (e.g. reading, researching, attending lecture)",I have to,,Inflow,Night
5/4/20 21:47,,Good,"i1: Consuming art (e.g. movie, museum)",I want to,Morning,Inflow,Night
5/4/20 22:01,,Good,"b2: Communication - Virtual, Social (e.g. messaging)",I want to,Evening,Bi-Directional,Night
5/4/20 22:23,,Good,"i1: Consuming art (e.g. movie, museum)",I want to,Evening,Inflow,Night
5/4/20 22:25,,Ok,i3: Eating and drinking,I want to and have to,Evening,Inflow,Night
5/4/20 23:39,,Good,"b8: Romantic (e.g., date)",I want to,Evening,Bi-Directional,Night
5/4/20 23:50,,Good,"i9: Self-care (e.g. grooming, pooping)",I want to,Evening,Inflow,Night
5/5/20 1:22,,Ok,"i2: Exploratory (e.g. internet search, fb)",I want to,Evening,Inflow,Night
5/5/20 6:06,,Amazing,"i8: Rest (e.g. rolling in bed, waiting)",I want to and have to,,Inflow,Morning
5/5/20 6:59,,Good,"b1: Communication - Virtual, Collaborative (e.g. emailing)",I have to,Morning,Bi-Directional,Morning
5/5/20 7:02,,Amazing,i4: Exercise,I want to,Morning,Inflow,Morning
5/5/20 7:06,,Ok,"i8: Rest (e.g. rolling in bed, waiting)",of something else; I neither want to nor have to,Morning,Inflow,Morning
5/5/20 7:15,,Ok,"i2: Exploratory (e.g. internet search, fb)",I want to,Morning,Inflow,Morning
5/5/20 7:15,,Good,"i8: Rest (e.g. rolling in bed, waiting)",I want to,Morning,Inflow,Morning
5/5/20 7:16,,Good,"i9: Self-care (e.g. grooming, pooping)",I want to and have to,Evening,Inflow,Morning
5/5/20 7:18,,Good,"b1: Communication - Virtual, Collaborative (e.g. emailing)",I want to and have to,Evening,Bi-Directional,Morning
5/5/20 8:00,,Good,"i8: Rest (e.g. rolling in bed, waiting)",I want to and have to,Morning,Inflow,Morning
5/5/20 8:01,,Ok,i4: Exercise,I want to and have to,Morning,Inflow,Morning
5/5/20 8:06,,Ok,"i8: Rest (e.g. rolling in bed, waiting)",I want to and have to,Evening,Inflow,Morning
5/5/20 8:06,,Ok,"b6: Logistical (e.g. planning, commuting, errands)",I have to,Evening,Bi-Directional,Morning
5/5/20 8:38,,Ok,"i5: Fun (e.g. drinking, games)",I want to,Morning,Inflow,Morning
5/5/20 8:45,,Good,"b5: Intellectual (e.g. writing, coding)",I want to,Morning,Bi-Directional,Morning
5/5/20 9:00,,Good,"i6: Learning (e.g. reading, researching, attending lecture)",I want to and have to,Evening,Inflow,Morning
5/5/20 9:00,,Ok,"b5: Intellectual (e.g. writing, coding)",I have to,Evening,Bi-Directional,Morning
5/5/20 9:13,,Good,i4: Exercise,I want to,Morning,Inflow,Morning
5/5/20 9:13,,Good,"i2: Exploratory (e.g. internet search, fb)",I want to,Evening,Inflow,Morning
5/5/20 9:16,,Ok,"b5: Intellectual (e.g. writing, coding)",I have to,Evening,Bi-Directional,Morning
5/5/20 9:50,,Amazing,i3: Eating and drinking,I want to and have to,Morning,Inflow,Morning
5/5/20 9:50,,Good,"b6: Logistical (e.g. planning, commuting, errands)",I want to and have to,Morning,Bi-Directional,Morning
5/5/20 10:00,,Good,"b9: Socializing (e.g., partying, meal)",I want to and have to,Morning,Bi-Directional,Morning
5/5/20 10:00,,Ok,"i8: Rest (e.g. rolling in bed, waiting)",I want to,Morning,Inflow,Morning
5/5/20 10:06,,Ok,"i1: Consuming art (e.g. movie, museum)",I want to,Morning,Inflow,Morning
5/5/20 10:07,,Good,i4: Exercise,I want to,Evening,Inflow,Morning
5/5/20 10:08,,Good,"i9: Self-care (e.g. grooming, pooping)",I want to,Evening,Inflow,Morning
5/5/20 10:17,,Good,"i6: Learning (e.g. reading, researching, attending lecture)",I want to and have to,Evening,Inflow,Morning
5/5/20 10:20,,Good,"b6: Logistical (e.g. planning, commuting, errands)",I want to and have to,Evening,Bi-Directional,Morning
5/5/20 10:26,,Ok,"i8: Rest (e.g. rolling in bed, waiting)",I want to,Evening,Inflow,Morning
5/5/20 10:28,,Ok,"i8: Rest (e.g. rolling in bed, waiting)",I want to and have to,Morning,Inflow,Morning
5/5/20 10:30,,Ok,i3: Eating and drinking,I want to,,Inflow,Morning
5/5/20 10:31,,Amazing,"b3: Collaboration (e.g. meeting, appointment)",I want to and have to,Morning,Bi-Directional,Morning
5/5/20 11:00,,Ok,"b2: Communication - Virtual, Social (e.g. messaging)",I want to,Morning,Bi-Directional,Morning
5/5/20 11:00,,Good,i4: Exercise,I want to,Evening,Inflow,Morning
5/5/20 11:30,,Ok,"b2: Communication - Virtual, Social (e.g. messaging)",I have to,Evening,Bi-Directional,Morning
5/5/20 11:30,,Good,i3: Eating and drinking,I want to,Morning,Inflow,Morning
5/5/20 11:32,,Ok,"b1: Communication - Virtual, Collaborative (e.g. emailing)",I have to,Evening,Bi-Directional,Morning
5/5/20 11:32,,Good,"b5: Intellectual (e.g. writing, coding)",I want to and have to,Evening,Bi-Directional,Morning
5/5/20 11:34,,Good,"i6: Learning (e.g. reading, researching, attending lecture)",I want to,Morning,Inflow,Morning
5/5/20 11:50,,Bad,"b1: Communication - Virtual, Collaborative (e.g. emailing)",I have to,Evening,Bi-Directional,Morning
5/5/20 11:51,,Ok,i3: Eating and drinking,I have to,Morning,Inflow,Morning
5/5/20 12:12,,Good,"i6: Learning (e.g. reading, researching, attending lecture)",I want to,Evening,Inflow,Afternoon
5/5/20 12:15,,Ok,"b6: Logistical (e.g. planning, commuting, errands)",I have to,,Bi-Directional,Afternoon
5/5/20 12:15,,Good,"i8: Rest (e.g. rolling in bed, waiting)",I want to,Morning,Inflow,Afternoon
5/5/20 12:15,,Good,i3: Eating and drinking,I want to,Morning,Inflow,Afternoon
5/5/20 12:17,,Ok,"b3: Collaboration (e.g. meeting, appointment)",I have to,Morning,Bi-Directional,Afternoon
5/5/20 12:19,,Good,"i1: Consuming art (e.g. movie, museum)",I want to,Evening,Inflow,Afternoon
5/5/20 12:25,,Good,i3: Eating and drinking,I want to,Evening,Inflow,Afternoon
5/5/20 12:36,,Amazing,i3: Eating and drinking,I want to and have to,Evening,Inflow,Afternoon
5/5/20 12:39,,Ok,"b5: Intellectual (e.g. writing, coding)",I have to,Evening,Bi-Directional,Afternoon
5/5/20 12:45,,Good,"i6: Learning (e.g. reading, researching, attending lecture)",I want to and have to,Evening,Inflow,Afternoon
5/5/20 12:45,,Ok,"i1: Consuming art (e.g. movie, museum)",I want to,,Inflow,Afternoon
5/5/20 12:55,,Good,"i6: Learning (e.g. reading, researching, attending lecture)",I want to and have to,Evening,Inflow,Afternoon
5/5/20 13:00,,Ok,"b5: Intellectual (e.g. writing, coding)",I have to,Evening,Bi-Directional,Afternoon
5/5/20 13:10,,Ok,"b1: Communication - Virtual, Collaborative (e.g. emailing)",I have to,Evening,Bi-Directional,Afternoon
5/5/20 13:20,,Ok,"i6: Learning (e.g. reading, researching, attending lecture)",I have to,Evening,Inflow,Afternoon
5/5/20 13:28,,Good,"b1: Communication - Virtual, Collaborative (e.g. emailing)",I want to and have to,Evening,Bi-Directional,Afternoon
5/5/20 13:31,,Good,"i1: Consuming art (e.g. movie, museum)",I want to,Morning,Inflow,Afternoon
5/5/20 13:33,,Good,"b5: Intellectual (e.g. writing, coding)",I want to and have to,Morning,Bi-Directional,Afternoon
5/5/20 13:45,,Good,"i6: Learning (e.g. reading, researching, attending lecture)",I have to,Evening,Inflow,Afternoon
5/5/20 13:45,,Good,i3: Eating and drinking,I want to and have to,Evening,Inflow,Afternoon
5/5/20 13:51,,Ok,"i6: Learning (e.g. reading, researching, attending lecture)",I want to,Morning,Inflow,Afternoon
5/5/20 14:00,,Ok,"i9: Self-care (e.g. grooming, pooping)",of something else; I neither want to nor have to,Evening,Inflow,Afternoon
5/5/20 14:00,,Ok,"i2: Exploratory (e.g. internet search, fb)",I want to,Evening,Inflow,Afternoon
5/5/20 14:12,,Good,"b3: Collaboration (e.g. meeting, appointment)",I want to and have to,Evening,Bi-Directional,Afternoon
5/5/20 14:13,,Good,"i6: Learning (e.g. reading, researching, attending lecture)",I have to,Evening,Inflow,Afternoon
5/5/20 14:32,,Amazing,i3: Eating and drinking,I want to,Evening,Inflow,Afternoon
5/5/20 14:38,,Good,"b1: Communication - Virtual, Collaborative (e.g. emailing)",I want to and have to,Evening,Bi-Directional,Afternoon
5/5/20 14:43,,Ok,"b5: Intellectual (e.g. writing, coding)",I have to,Evening,Bi-Directional,Afternoon
5/5/20 14:45,,Ok,"i1: Consuming art (e.g. movie, museum)",I want to,,Inflow,Afternoon
5/5/20 14:55,,Good,"b5: Intellectual (e.g. writing, coding)",I want to,Morning,Bi-Directional,Afternoon
5/5/20 15:00,,Ok,i10: Inflow - Other,of something else; I neither want to nor have to,Evening,Inflow,Afternoon
5/5/20 15:00,,Ok,"b1: Communication - Virtual, Collaborative (e.g. emailing)",I have to,Evening,Bi-Directional,Afternoon
5/5/20 15:01,,Ok,i3: Eating and drinking,I want to and have to,Morning,Inflow,Afternoon
5/5/20 15:02,,Ok,"b3: Collaboration (e.g. meeting, appointment)",I have to,Evening,Bi-Directional,Afternoon
5/5/20 15:04,,Good,"b5: Intellectual (e.g. writing, coding)",I want to and have to,Morning,Bi-Directional,Afternoon
5/5/20 15:07,,Ok,"b5: Intellectual (e.g. writing, coding)",I have to,Evening,Bi-Directional,Afternoon
5/5/20 15:30,,Ok,"i1: Consuming art (e.g. movie, museum)",I want to,Morning,Inflow,Afternoon
5/5/20 15:31,,Good,"i5: Fun (e.g. drinking, games)",I want to,Evening,Inflow,Afternoon
5/5/20 15:33,,Ok,"i6: Learning (e.g. reading, researching, attending lecture)",I want to,,Inflow,Afternoon
5/5/20 15:48,,Amazing,"i8: Rest (e.g. rolling in bed, waiting)",I want to,Evening,Inflow,Afternoon
5/5/20 15:53,,Good,"b9: Socializing (e.g., partying, meal)",I want to,Evening,Bi-Directional,Afternoon
5/5/20 15:57,,Amazing,"i5: Fun (e.g. drinking, games)",I want to,Evening,Inflow,Afternoon
5/5/20 16:00,,Bad,"b1: Communication - Virtual, Collaborative (e.g. emailing)",I have to,Morning,Bi-Directional,Afternoon
5/5/20 16:00,,Ok,"i6: Learning (e.g. reading, researching, attending lecture)",I have to,Evening,Inflow,Afternoon
5/5/20 16:01,,Good,"i1: Consuming art (e.g. movie, museum)",I want to,Morning,Inflow,Afternoon
5/5/20 16:04,,Good,"b5: Intellectual (e.g. writing, coding)",I want to and have to,Morning,Bi-Directional,Afternoon
5/5/20 16:07,,Ok,"i5: Fun (e.g. drinking, games)",I want to,Evening,Inflow,Afternoon
5/5/20 16:13,,Ok,"i1: Consuming art (e.g. movie, museum)",I want to,Morning,Inflow,Afternoon
5/5/20 16:26,,Bad,"b1: Communication - Virtual, Collaborative (e.g. emailing)",I have to,Evening,Bi-Directional,Afternoon
5/5/20 16:30,,Ok,"i9: Self-care (e.g. grooming, pooping)",I want to,Evening,Inflow,Afternoon
5/5/20 16:31,,Ok,"i1: Consuming art (e.g. movie, museum)",I want to,,Inflow,Afternoon
5/5/20 16:36,,Ok,"b3: Collaboration (e.g. meeting, appointment)",I want to and have to,Evening,Bi-Directional,Afternoon
5/5/20 16:38,,Good,i4: Exercise,I want to,Morning,Inflow,Afternoon
5/5/20 17:05,,Ok,"i8: Rest (e.g. rolling in bed, waiting)",I want to,Evening,Inflow,Evening
5/5/20 17:17,,Awful,"b5: Intellectual (e.g. writing, coding)",I want to and have to,Evening,Bi-Directional,Evening
5/5/20 17:26,,Good,"b5: Intellectual (e.g. writing, coding)",I want to and have to,Morning,Bi-Directional,Evening
5/5/20 17:30,,Ok,"b9: Socializing (e.g., partying, meal)",I want to and have to,,Bi-Directional,Evening
5/5/20 17:36,,Good,i3: Eating and drinking,I want to and have to,Morning,Inflow,Evening
5/5/20 17:48,,Ok,"b6: Logistical (e.g. planning, commuting, errands)",I want to,Morning,Bi-Directional,Evening
5/5/20 17:52,,Ok,"b2: Communication - Virtual, Social (e.g. messaging)",I have to,Morning,Bi-Directional,Evening
5/5/20 18:14,,Good,"b9: Socializing (e.g., partying, meal)",I want to,Morning,Bi-Directional,Evening
5/5/20 18:20,,Good,i4: Exercise,I want to,Evening,Inflow,Evening
5/5/20 18:23,,Good,"i8: Rest (e.g. rolling in bed, waiting)",I want to,Evening,Inflow,Evening
5/5/20 18:31,,Good,"b1: Communication - Virtual, Collaborative (e.g. emailing)",I want to and have to,Evening,Bi-Directional,Evening
5/5/20 18:33,,Good,"i2: Exploratory (e.g. internet search, fb)",I want to,Evening,Inflow,Evening
5/5/20 18:43,,Good,i3: Eating and drinking,I want to and have to,Evening,Inflow,Evening
5/5/20 18:46,,Good,i3: Eating and drinking,I want to and have to,Evening,Inflow,Evening
5/5/20 18:50,,Good,"b9: Socializing (e.g., partying, meal)",I want to and have to,Evening,Bi-Directional,Evening
5/5/20 18:51,,Ok,"i6: Learning (e.g. reading, researching, attending lecture)",I want to,Morning,Inflow,Evening
5/5/20 18:54,,Good,i4: Exercise,I want to,Evening,Inflow,Evening
5/5/20 19:15,,Good,i4: Exercise,I want to,,Inflow,Evening
5/5/20 19:15,,Good,"b9: Socializing (e.g., partying, meal)",I want to,Evening,Bi-Directional,Evening
